"def","county","geotypv","geotype","COUNTYFI_1","strata","ind","ind_strt","metric","value","climReg"
"Percent of households with air conditioning","Napa",6055,"CO","06055","none","ac","ac_none","est",57.064952,"Bay Area"
"Percent of households with air conditioning","Nevada",6057,"CO","06057","none","ac","ac_none","est",64.5659268,"North Sierra"
"Percent of households with air conditioning","Orange",6059,"CO","06059","none","ac","ac_none","est",71.9420539,"South Coast"
"Percent of households with air conditioning","Placer",6061,"CO","06061","none","ac","ac_none","est",89.6532986,"North Sierra"
"Percent of households with air conditioning","Plumas",6063,"CO","06063","none","ac","ac_none","est",7.7455266,"North Sierra"
"Percent of households with air conditioning","Riverside",6065,"CO","06065","none","ac","ac_none","est",94.8874951,"Desert"
"Percent of households with air conditioning","Sacramento",6067,"CO","06067","none","ac","ac_none","est",100,"Northern Central Valley"
"Percent of households with air conditioning","San Benito",6069,"CO","06069","none","ac","ac_none","est",21.7841616,"Central Coast"
"Percent of households with air conditioning","San Bernardino",6071,"CO","06071","none","ac","ac_none","est",90.5445173,"Desert"
"Percent of households with air conditioning","San Diego",6073,"CO","06073","none","ac","ac_none","est",53.0332204,"South Coast"
"Percent of households with air conditioning","San Francisco",6075,"CO","06075","none","ac","ac_none","est",9.2066078,"Bay Area"
"Percent of households with air conditioning","San Joaquin",6077,"CO","06077","none","ac","ac_none","est",95.6024191,"Northern Central Valley"
"Percent of households with air conditioning","San Luis Obispo",6079,"CO","06079","none","ac","ac_none","est",34.1487223,"Central Coast"
"Percent of households with air conditioning","San Mateo",6081,"CO","06081","none","ac","ac_none","est",21.9169378,"Bay Area"
"Percent of households with air conditioning","Santa Barbara",6083,"CO","06083","none","ac","ac_none","est",22.7690837,"Central Coast"
"Percent of households with air conditioning","Santa Clara",6085,"CO","06085","none","ac","ac_none","est",64.5691247,"Bay Area"
"Percent of households with air conditioning","Santa Cruz",6087,"CO","06087","none","ac","ac_none","est",11.9675053,"Central Coast"
"Percent of households with air conditioning","Shasta",6089,"CO","06089","none","ac","ac_none","est",86.2065245,"North"
"Percent of households with air conditioning","Sierra",6091,"CO","06091","none","ac","ac_none","est",5.3581444,"North Sierra"
"Percent of households with air conditioning","Solano",6095,"CO","06095","none","ac","ac_none","est",82.4306074,"Bay Area"
"Percent of households with air conditioning","Sonoma",6097,"CO","06097","none","ac","ac_none","est",35.5048619,"Bay Area"
"Percent of households with air conditioning","Stanislaus",6099,"CO","06099","none","ac","ac_none","est",83.7734481,"Northern Central Valley"
"Percent of households with air conditioning","Sutter",6101,"CO","06101","none","ac","ac_none","est",92.8711805,"Northern Central Valley"
"Percent of households with air conditioning","Tehama",6103,"CO","06103","none","ac","ac_none","est",93.5786025,"Northern Central Valley"
"Percent of households with air conditioning","Trinity",6105,"CO","06105","none","ac","ac_none","est",0,"North"
"Percent of households with air conditioning","Tulare",6107,"CO","06107","none","ac","ac_none","est",85.6299551,"Southern Central Valley"
"Percent of households with air conditioning","Tuolumne",6109,"CO","06109","none","ac","ac_none","est",82.8223044,"North Sierra"
"Percent of households with air conditioning","Ventura",6111,"CO","06111","none","ac","ac_none","est",57.5731865,"South Coast"
"Percent of households with air conditioning","Yolo",6113,"CO","06113","none","ac","ac_none","est",95.1287288,"Northern Central Valley"
"Percent of households with air conditioning","Yuba",6115,"CO","06115","none","ac","ac_none","est",98.2747067,"Northern Central Valley"
"Percent without tree canopy coverage","Lassen",6035,"CO","06035","area-weighted","canopy","canopy_area-weighted","est",84.9309664,"North"
"Percent without tree canopy coverage","Modoc",6049,"CO","06049","area-weighted","canopy","canopy_area-weighted","est",83.2137462,"North"
"Percent without tree canopy coverage","Shasta",6089,"CO","06089","area-weighted","canopy","canopy_area-weighted","est",53.5302395,"North"
"Percent without tree canopy coverage","Siskiyou",6093,"CO","06093","area-weighted","canopy","canopy_area-weighted","est",53.973613,"North"
"Percent without tree canopy coverage","Trinity",6105,"CO","06105","area-weighted","canopy","canopy_area-weighted","est",36.6447656,"North"
"Percent without tree canopy coverage","Del Norte",6015,"CO","06015","area-weighted","canopy","canopy_area-weighted","est",28.7180753,"North Coast"
"Percent without tree canopy coverage","Humboldt",6023,"CO","06023","area-weighted","canopy","canopy_area-weighted","est",27.4783311,"North Coast"
"Percent without tree canopy coverage","Lake",6033,"CO","06033","area-weighted","canopy","canopy_area-weighted","est",63.109666,"North Coast"
"Percent without tree canopy coverage","Mendocino",6045,"CO","06045","area-weighted","canopy","canopy_area-weighted","est",41.5307994,"North Coast"
"Percent without tree canopy coverage","Alameda",6001,"CO","06001","area-weighted","canopy","canopy_area-weighted","est",83.444489,"Bay Area"
"Percent without tree canopy coverage","Contra Costa",6013,"CO","06013","area-weighted","canopy","canopy_area-weighted","est",81.4245783,"Bay Area"
"Percent without tree canopy coverage","Marin",6041,"CO","06041","area-weighted","canopy","canopy_area-weighted","est",65.2823373,"Bay Area"
"Percent without tree canopy coverage","Napa",6055,"CO","06055","area-weighted","canopy","canopy_area-weighted","est",70.7436305,"Bay Area"
"Percent without tree canopy coverage","San Francisco",6075,"CO","06075","area-weighted","canopy","canopy_area-weighted","est",87.0861309,"Bay Area"
"Percent without tree canopy coverage","San Mateo",6081,"CO","06081","area-weighted","canopy","canopy_area-weighted","est",55.0571042,"Bay Area"
"Percent without tree canopy coverage","Santa Clara",6085,"CO","06085","area-weighted","canopy","canopy_area-weighted","est",73.6839119,"Bay Area"
"Percent without tree canopy coverage","Solano",6095,"CO","06095","area-weighted","canopy","canopy_area-weighted","est",93.5378537,"Bay Area"
"Percent without tree canopy coverage","Sonoma",6097,"CO","06097","area-weighted","canopy","canopy_area-weighted","est",62.8147425,"Bay Area"
"Percent without tree canopy coverage","Butte",6007,"CO","06007","area-weighted","canopy","canopy_area-weighted","est",65.8612503,"Northern Central Valley"
"Percent without tree canopy coverage","Colusa",6011,"CO","06011","area-weighted","canopy","canopy_area-weighted","est",90.8676724,"Northern Central Valley"
"Percent without tree canopy coverage","Glenn",6021,"CO","06021","area-weighted","canopy","canopy_area-weighted","est",83.0260331,"Northern Central Valley"
"Percent without tree canopy coverage","Madera",6039,"CO","06039","area-weighted","canopy","canopy_area-weighted","est",77.5385406,"Northern Central Valley"
"Percent without tree canopy coverage","Merced",6047,"CO","06047","area-weighted","canopy","canopy_area-weighted","est",94.8998606,"Northern Central Valley"
"Percent without tree canopy coverage","Sacramento",6067,"CO","06067","area-weighted","canopy","canopy_area-weighted","est",93.7727038,"Northern Central Valley"
"Percent without tree canopy coverage","San Joaquin",6077,"CO","06077","area-weighted","canopy","canopy_area-weighted","est",92.0316948,"Northern Central Valley"
"Percent without tree canopy coverage","Stanislaus",6099,"CO","06099","area-weighted","canopy","canopy_area-weighted","est",90.9398898,"Northern Central Valley"
"Percent without tree canopy coverage","Sutter",6101,"CO","06101","area-weighted","canopy","canopy_area-weighted","est",93.6538291,"Northern Central Valley"
"Percent without tree canopy coverage","Tehama",6103,"CO","06103","area-weighted","canopy","canopy_area-weighted","est",73.5190339,"Northern Central Valley"
"Percent without tree canopy coverage","Yolo",6113,"CO","06113","area-weighted","canopy","canopy_area-weighted","est",92.8212751,"Northern Central Valley"
"Percent without tree canopy coverage","Yuba",6115,"CO","06115","area-weighted","canopy","canopy_area-weighted","est",70.0315907,"Northern Central Valley"
"Percent without tree canopy coverage","Fresno",6019,"CO","06019","area-weighted","canopy","canopy_area-weighted","est",83.85214,"Southern Central Valley"
"Percent without tree canopy coverage","Kern",6029,"CO","06029","area-weighted","canopy","canopy_area-weighted","est",93.5353995,"Southern Central Valley"
"Percent without tree canopy coverage","Kings",6031,"CO","06031","area-weighted","canopy","canopy_area-weighted","est",98.3876886,"Southern Central Valley"
"Percent without tree canopy coverage","Tulare",6107,"CO","06107","area-weighted","canopy","canopy_area-weighted","est",78.2073335,"Southern Central Valley"
"Percent without tree canopy coverage","Monterey",6053,"CO","06053","area-weighted","canopy","canopy_area-weighted","est",81.9438562,"Central Coast"
"Percent without tree canopy coverage","San Benito",6069,"CO","06069","area-weighted","canopy","canopy_area-weighted","est",87.2979676,"Central Coast"
"Percent without tree canopy coverage","San Luis Obispo",6079,"CO","06079","area-weighted","canopy","canopy_area-weighted","est",87.0332208,"Central Coast"
"Percent without tree canopy coverage","Santa Barbara",6083,"CO","06083","area-weighted","canopy","canopy_area-weighted","est",81.6412042,"Central Coast"
"Percent without tree canopy coverage","Santa Cruz",6087,"CO","06087","area-weighted","canopy","canopy_area-weighted","est",42.7820641,"Central Coast"
"Percent without tree canopy coverage","Amador",6005,"CO","06005","area-weighted","canopy","canopy_area-weighted","est",64.8610773,"North Sierra"
"Percent without tree canopy coverage","Calaveras",6009,"CO","06009","area-weighted","canopy","canopy_area-weighted","est",60.6412007,"North Sierra"
"Percent without tree canopy coverage","El Dorado",6017,"CO","06017","area-weighted","canopy","canopy_area-weighted","est",51.7595839,"North Sierra"
"Percent without tree canopy coverage","Mariposa",6043,"CO","06043","area-weighted","canopy","canopy_area-weighted","est",63.4835693,"North Sierra"
"Percent without tree canopy coverage","Nevada",6057,"CO","06057","area-weighted","canopy","canopy_area-weighted","est",50.9385593,"North Sierra"
"Percent without tree canopy coverage","Placer",6061,"CO","06061","area-weighted","canopy","canopy_area-weighted","est",56.7886233,"North Sierra"
"Percent without tree canopy coverage","Plumas",6063,"CO","06063","area-weighted","canopy","canopy_area-weighted","est",56.8043166,"North Sierra"
"Percent without tree canopy coverage","Sierra",6091,"CO","06091","area-weighted","canopy","canopy_area-weighted","est",56.8063923,"North Sierra"
"Percent without tree canopy coverage","Tuolumne",6109,"CO","06109","area-weighted","canopy","canopy_area-weighted","est",61.0719845,"North Sierra"
"Percent without tree canopy coverage","Alpine",6003,"CO","06003","area-weighted","canopy","canopy_area-weighted","est",71.9458333,"Southeast Sierra"
"Percent without tree canopy coverage","Inyo",6027,"CO","06027","area-weighted","canopy","canopy_area-weighted","est",97.8802398,"Southeast Sierra"
"Percent without tree canopy coverage","Mono",6051,"CO","06051","area-weighted","canopy","canopy_area-weighted","est",87.5553309,"Southeast Sierra"
"Percent without tree canopy coverage","Los Angeles",6037,"CO","06037","area-weighted","canopy","canopy_area-weighted","est",91.2974825,"South Coast"
"Percent without tree canopy coverage","Orange",6059,"CO","06059","area-weighted","canopy","canopy_area-weighted","est",93.013466,"South Coast"
"Percent without tree canopy coverage","San Diego",6073,"CO","06073","area-weighted","canopy","canopy_area-weighted","est",94.7630577,"South Coast"
"Percent without tree canopy coverage","Ventura",6111,"CO","06111","area-weighted","canopy","canopy_area-weighted","est",86.1215712,"South Coast"
"Percent without tree canopy coverage","Imperial",6025,"CO","06025","area-weighted","canopy","canopy_area-weighted","est",99.2057237,"Desert"
"Percent without tree canopy coverage","Riverside",6065,"CO","06065","area-weighted","canopy","canopy_area-weighted","est",97.9331567,"Desert"
"Percent without tree canopy coverage","San Bernardino",6071,"CO","06071","area-weighted","canopy","canopy_area-weighted","est",98.9503029,"Desert"
"Percent without tree canopy coverage","Lassen",6035,"CO","06035","population-weighted","canopy","canopy_population-weighted","est",90.6968874,"North"
"Percent without tree canopy coverage","Modoc",6049,"CO","06049","population-weighted","canopy","canopy_population-weighted","est",92.5873663,"North"
"Percent without tree canopy coverage","Shasta",6089,"CO","06089","population-weighted","canopy","canopy_population-weighted","est",77.8477443,"North"
"Percent without tree canopy coverage","Siskiyou",6093,"CO","06093","population-weighted","canopy","canopy_population-weighted","est",75.3232456,"North"
"Percent without tree canopy coverage","Trinity",6105,"CO","06105","population-weighted","canopy","canopy_population-weighted","est",54.5920169,"North"
"Percent without tree canopy coverage","Del Norte",6015,"CO","06015","population-weighted","canopy","canopy_population-weighted","est",72.8754571,"North Coast"
"Percent without tree canopy coverage","Humboldt",6023,"CO","06023","population-weighted","canopy","canopy_population-weighted","est",66.7237927,"North Coast"
"Percent without tree canopy coverage","Lake",6033,"CO","06033","population-weighted","canopy","canopy_population-weighted","est",81.6874601,"North Coast"
"Percent without tree canopy coverage","Mendocino",6045,"CO","06045","population-weighted","canopy","canopy_population-weighted","est",71.9309704,"North Coast"
"Percent without tree canopy coverage","Alameda",6001,"CO","06001","population-weighted","canopy","canopy_population-weighted","est",91.5373512,"Bay Area"
"Percent without tree canopy coverage","Contra Costa",6013,"CO","06013","population-weighted","canopy","canopy_population-weighted","est",87.3855235,"Bay Area"
"Percent without tree canopy coverage","Marin",6041,"CO","06041","population-weighted","canopy","canopy_population-weighted","est",70.6122133,"Bay Area"
"Percent without tree canopy coverage","Napa",6055,"CO","06055","population-weighted","canopy","canopy_population-weighted","est",86.3048396,"Bay Area"
"Percent without tree canopy coverage","San Francisco",6075,"CO","06075","population-weighted","canopy","canopy_population-weighted","est",93.2772674,"Bay Area"
"Percent without tree canopy coverage","San Mateo",6081,"CO","06081","population-weighted","canopy","canopy_population-weighted","est",84.4765537,"Bay Area"
"Percent without tree canopy coverage","Santa Clara",6085,"CO","06085","population-weighted","canopy","canopy_population-weighted","est",90.8533022,"Bay Area"
"Percent without tree canopy coverage","Solano",6095,"CO","06095","population-weighted","canopy","canopy_population-weighted","est",90.9756434,"Bay Area"
"Percent without tree canopy coverage","Sonoma",6097,"CO","06097","population-weighted","canopy","canopy_population-weighted","est",85.246104,"Bay Area"
"Percent without tree canopy coverage","Butte",6007,"CO","06007","population-weighted","canopy","canopy_population-weighted","est",74.2665666,"Northern Central Valley"
"Percent without tree canopy coverage","Colusa",6011,"CO","06011","population-weighted","canopy","canopy_population-weighted","est",92.6688551,"Northern Central Valley"
"Percent without tree canopy coverage","Glenn",6021,"CO","06021","population-weighted","canopy","canopy_population-weighted","est",92.0884172,"Northern Central Valley"
"Percent without tree canopy coverage","Madera",6039,"CO","06039","population-weighted","canopy","canopy_population-weighted","est",90.5855106,"Northern Central Valley"
"Percent without tree canopy coverage","Merced",6047,"CO","06047","population-weighted","canopy","canopy_population-weighted","est",95.2196915,"Northern Central Valley"
"Percent without tree canopy coverage","Sacramento",6067,"CO","06067","population-weighted","canopy","canopy_population-weighted","est",86.782534,"Northern Central Valley"
"Percent without tree canopy coverage","San Joaquin",6077,"CO","06077","population-weighted","canopy","canopy_population-weighted","est",91.3335846,"Northern Central Valley"
"Percent without tree canopy coverage","Stanislaus",6099,"CO","06099","population-weighted","canopy","canopy_population-weighted","est",92.4598139,"Northern Central Valley"
"Percent without tree canopy coverage","Sutter",6101,"CO","06101","population-weighted","canopy","canopy_population-weighted","est",90.1029663,"Northern Central Valley"
"Percent without tree canopy coverage","Tehama",6103,"CO","06103","population-weighted","canopy","canopy_population-weighted","est",86.3788621,"Northern Central Valley"
"Percent without tree canopy coverage","Yolo",6113,"CO","06113","population-weighted","canopy","canopy_population-weighted","est",89.1316237,"Northern Central Valley"
"Percent without tree canopy coverage","Yuba",6115,"CO","06115","population-weighted","canopy","canopy_population-weighted","est",87.9682141,"Northern Central Valley"
"Percent without tree canopy coverage","Fresno",6019,"CO","06019","population-weighted","canopy","canopy_population-weighted","est",94.9117146,"Southern Central Valley"
"Percent without tree canopy coverage","Kern",6029,"CO","06029","population-weighted","canopy","canopy_population-weighted","est",95.6605551,"Southern Central Valley"
"Percent without tree canopy coverage","Kings",6031,"CO","06031","population-weighted","canopy","canopy_population-weighted","est",97.4208927,"Southern Central Valley"
"Percent without tree canopy coverage","Tulare",6107,"CO","06107","population-weighted","canopy","canopy_population-weighted","est",94.6888981,"Southern Central Valley"
"Percent without tree canopy coverage","Monterey",6053,"CO","06053","population-weighted","canopy","canopy_population-weighted","est",90.70344,"Central Coast"
"Percent without tree canopy coverage","San Benito",6069,"CO","06069","population-weighted","canopy","canopy_population-weighted","est",95.3577912,"Central Coast"
"Percent without tree canopy coverage","San Luis Obispo",6079,"CO","06079","population-weighted","canopy","canopy_population-weighted","est",91.8376556,"Central Coast"
"Percent without tree canopy coverage","Santa Barbara",6083,"CO","06083","population-weighted","canopy","canopy_population-weighted","est",94.4466426,"Central Coast"
"Percent without tree canopy coverage","Santa Cruz",6087,"CO","06087","population-weighted","canopy","canopy_population-weighted","est",75.9677566,"Central Coast"
"Percent without tree canopy coverage","Amador",6005,"CO","06005","population-weighted","canopy","canopy_population-weighted","est",67.4023005,"North Sierra"
"Percent without tree canopy coverage","Calaveras",6009,"CO","06009","population-weighted","canopy","canopy_population-weighted","est",68.512181,"North Sierra"
"Percent without tree canopy coverage","El Dorado",6017,"CO","06017","population-weighted","canopy","canopy_population-weighted","est",63.5748059,"North Sierra"
"Percent without tree canopy coverage","Mariposa",6043,"CO","06043","population-weighted","canopy","canopy_population-weighted","est",58.3746787,"North Sierra"
"Percent without tree canopy coverage","Nevada",6057,"CO","06057","population-weighted","canopy","canopy_population-weighted","est",52.0275566,"North Sierra"
"Percent without tree canopy coverage","Placer",6061,"CO","06061","population-weighted","canopy","canopy_population-weighted","est",80.7074743,"North Sierra"
"Percent without tree canopy coverage","Plumas",6063,"CO","06063","population-weighted","canopy","canopy_population-weighted","est",69.6138276,"North Sierra"
"Percent without tree canopy coverage","Sierra",6091,"CO","06091","population-weighted","canopy","canopy_population-weighted","est",71.3502944,"North Sierra"
"Percent without tree canopy coverage","Tuolumne",6109,"CO","06109","population-weighted","canopy","canopy_population-weighted","est",55.9688807,"North Sierra"
"Percent without tree canopy coverage","Alpine",6003,"CO","06003","population-weighted","canopy","canopy_population-weighted","est",80.6383929,"Southeast Sierra"
"Percent without tree canopy coverage","Inyo",6027,"CO","06027","population-weighted","canopy","canopy_population-weighted","est",95.7862142,"Southeast Sierra"
"Percent without tree canopy coverage","Mono",6051,"CO","06051","population-weighted","canopy","canopy_population-weighted","est",77.9600092,"Southeast Sierra"
"Percent without tree canopy coverage","Los Angeles",6037,"CO","06037","population-weighted","canopy","canopy_population-weighted","est",94.491699,"South Coast"
"Percent without tree canopy coverage","Orange",6059,"CO","06059","population-weighted","canopy","canopy_population-weighted","est",95.3665238,"South Coast"
"Percent without tree canopy coverage","San Diego",6073,"CO","06073","population-weighted","canopy","canopy_population-weighted","est",95.5814727,"South Coast"
"Percent without tree canopy coverage","Ventura",6111,"CO","06111","population-weighted","canopy","canopy_population-weighted","est",94.9111908,"South Coast"
"Percent without tree canopy coverage","Imperial",6025,"CO","06025","population-weighted","canopy","canopy_population-weighted","est",98.0578847,"Desert"
"Percent without tree canopy coverage","Riverside",6065,"CO","06065","population-weighted","canopy","canopy_population-weighted","est",97.2397848,"Desert"
"Percent without tree canopy coverage","San Bernardino",6071,"CO","06071","population-weighted","canopy","canopy_population-weighted","est",96.0178905,"Desert"
"Percent of population age less than 5 years","Alameda",6001,"CO","06001","none","children","children_none","est",6.5,"Bay Area"
"Percent of population age less than 5 years","Alpine",6003,"CO","06003","none","children","children_none","est",6,"Southeast Sierra"
"Percent of population age less than 5 years","Amador",6005,"CO","06005","none","children","children_none","est",3.8,"North Sierra"
"Percent of population age less than 5 years","Butte",6007,"CO","06007","none","children","children_none","est",5.6,"Northern Central Valley"
"Percent of population age less than 5 years","Calaveras",6009,"CO","06009","none","children","children_none","est",4.4,"North Sierra"
"Percent of population age less than 5 years","Colusa",6011,"CO","06011","none","children","children_none","est",8.6,"Northern Central Valley"
"Percent of population age less than 5 years","Contra Costa",6013,"CO","06013","none","children","children_none","est",6.4,"Bay Area"
"Percent of population age less than 5 years","Del Norte",6015,"CO","06015","none","children","children_none","est",6,"North Coast"
"Percent of population age less than 5 years","El Dorado",6017,"CO","06017","none","children","children_none","est",5.3,"North Sierra"
"Percent of population age less than 5 years","Fresno",6019,"CO","06019","none","children","children_none","est",8.5,"Southern Central Valley"
"Percent of population age less than 5 years","Glenn",6021,"CO","06021","none","children","children_none","est",7.7,"Northern Central Valley"
"Percent of population age less than 5 years","Humboldt",6023,"CO","06023","none","children","children_none","est",5.7,"North Coast"
"Percent of population age less than 5 years","Imperial",6025,"CO","06025","none","children","children_none","est",7.8,"Desert"
"Percent of population age less than 5 years","Inyo",6027,"CO","06027","none","children","children_none","est",5.8,"Southeast Sierra"
"Percent of population age less than 5 years","Kern",6029,"CO","06029","none","children","children_none","est",8.7,"Southern Central Valley"
"Percent of population age less than 5 years","Kings",6031,"CO","06031","none","children","children_none","est",8.4,"Southern Central Valley"
"Percent of population age less than 5 years","Lake",6033,"CO","06033","none","children","children_none","est",5.6,"North Coast"
"Percent of population age less than 5 years","Lassen",6035,"CO","06035","none","children","children_none","est",4.7,"North"
"Percent of population age less than 5 years","Los Angeles",6037,"CO","06037","none","children","children_none","est",6.6,"South Coast"
"Percent of population age less than 5 years","Madera",6039,"CO","06039","none","children","children_none","est",7.9,"Northern Central Valley"
"Percent of population age less than 5 years","Marin",6041,"CO","06041","none","children","children_none","est",5.5,"Bay Area"
"Percent of population age less than 5 years","Mariposa",6043,"CO","06043","none","children","children_none","est",4.2,"North Sierra"
"Percent of population age less than 5 years","Mendocino",6045,"CO","06045","none","children","children_none","est",6.1,"North Coast"
"Percent of population age less than 5 years","Merced",6047,"CO","06047","none","children","children_none","est",8.7,"Northern Central Valley"
"Percent of population age less than 5 years","Modoc",6049,"CO","06049","none","children","children_none","est",5.6,"North"
"Percent of population age less than 5 years","Mono",6051,"CO","06051","none","children","children_none","est",6.3,"Southeast Sierra"
"Percent of population age less than 5 years","Monterey",6053,"CO","06053","none","children","children_none","est",7.8,"Central Coast"
"Percent of population age less than 5 years","Napa",6055,"CO","06055","none","children","children_none","est",6,"Bay Area"
"Percent of population age less than 5 years","Nevada",6057,"CO","06057","none","children","children_none","est",4.4,"North Sierra"
"Percent of population age less than 5 years","Orange",6059,"CO","06059","none","children","children_none","est",6.4,"South Coast"
"Percent of population age less than 5 years","Placer",6061,"CO","06061","none","children","children_none","est",6,"North Sierra"
"Percent of population age less than 5 years","Plumas",6063,"CO","06063","none","children","children_none","est",4.4,"North Sierra"
"Percent of population age less than 5 years","Riverside",6065,"CO","06065","none","children","children_none","est",7.4,"Desert"
"Percent of population age less than 5 years","Sacramento",6067,"CO","06067","none","children","children_none","est",7.1,"Northern Central Valley"
"Percent of population age less than 5 years","San Benito",6069,"CO","06069","none","children","children_none","est",7.4,"Central Coast"
"Percent of population age less than 5 years","San Bernardino",6071,"CO","06071","none","children","children_none","est",7.8,"Desert"
"Percent of population age less than 5 years","San Diego",6073,"CO","06073","none","children","children_none","est",6.6,"South Coast"
"Percent of population age less than 5 years","San Francisco",6075,"CO","06075","none","children","children_none","est",4.4,"Bay Area"
"Percent of population age less than 5 years","San Joaquin",6077,"CO","06077","none","children","children_none","est",7.9,"Northern Central Valley"
"Percent of population age less than 5 years","San Luis Obispo",6079,"CO","06079","none","children","children_none","est",4.9,"Central Coast"
"Percent of population age less than 5 years","San Mateo",6081,"CO","06081","none","children","children_none","est",6.5,"Bay Area"
"Percent of population age less than 5 years","Santa Barbara",6083,"CO","06083","none","children","children_none","est",6.5,"Central Coast"
"Percent of population age less than 5 years","Santa Clara",6085,"CO","06085","none","children","children_none","est",7,"Bay Area"
"Percent of population age less than 5 years","Santa Cruz",6087,"CO","06087","none","children","children_none","est",5.7,"Central Coast"
"Percent of population age less than 5 years","Shasta",6089,"CO","06089","none","children","children_none","est",5.8,"North"
"Percent of population age less than 5 years","Sierra",6091,"CO","06091","none","children","children_none","est",4.5,"North Sierra"
"Percent of population age less than 5 years","Siskiyou",6093,"CO","06093","none","children","children_none","est",5.5,"North"
"Percent of population age less than 5 years","Solano",6095,"CO","06095","none","children","children_none","est",6.5,"Bay Area"
"Percent of population age less than 5 years","Sonoma",6097,"CO","06097","none","children","children_none","est",5.8,"Bay Area"
"Percent of population age less than 5 years","Stanislaus",6099,"CO","06099","none","children","children_none","est",7.7,"Northern Central Valley"
"Percent of population age less than 5 years","Sutter",6101,"CO","06101","none","children","children_none","est",7.6,"Northern Central Valley"
"Percent of population age less than 5 years","Tehama",6103,"CO","06103","none","children","children_none","est",6.9,"Northern Central Valley"
"Percent of population age less than 5 years","Trinity",6105,"CO","06105","none","children","children_none","est",4.5,"North"
"Percent of population age less than 5 years","Tulare",6107,"CO","06107","none","children","children_none","est",9.3,"Southern Central Valley"
"Percent of population age less than 5 years","Tuolumne",6109,"CO","06109","none","children","children_none","est",4.2,"North Sierra"
"Percent of population age less than 5 years","Ventura",6111,"CO","06111","none","children","children_none","est",6.7,"South Coast"
"Percent of population age less than 5 years","Yolo",6113,"CO","06113","none","children","children_none","est",6.3,"Northern Central Valley"
"Percent of population age less than 5 years","Yuba",6115,"CO","06115","none","children","children_none","est",8.6,"Northern Central Valley"
"Number of Violent Crimes per 1,000 Population","Alameda",6001,"CO","06001","ViolentCrime","crime","crime_ViolentCrime","est",7.47316212350102,"Bay Area"
"Number of Violent Crimes per 1,000 Population","Alpine",6003,"CO","06003","ViolentCrime","crime","crime_ViolentCrime","est",5.35236396074933,"Southeast Sierra"
"Number of Violent Crimes per 1,000 Population","Amador",6005,"CO","06005","ViolentCrime","crime","crime_ViolentCrime","est",2.71562024766457,"North Sierra"
